Año de siembra,Fecha de siembra,Superficie (m2),Altitud (msnm),Distancia entre filas (cm),Distancia en la fila (cm),Mecanización (cm),Fertilización,Riego,Clima,Costo de producción (USD),Producción (kg)
2024,2024-03-04,5000.0,543.0,100,50.0,50,Tuberización (40-50 días),Finalización (75-80 dds),Tropical,37.22,10010.751935426691
2024,2024-03-23,10000.0,222.0,100,50.0,50,Tuberización (40-50 días),Quincenal (segundo mes),Tropical,28.33,20207.01082115561
2024,2024-03-31,3000.0,513.0,100,50.0,50,Crecimiento inicial (20-30 días),Presiembra,Tropical,59.84,6084.9304179965875
2024,2024-03-23,,537.0,100,50.0,50,Crecimiento inicial (20-30 días),Presiembra,Tropical,70.1,7280.086367983376
2024,2024-03-26,7000.0,519.0,100,50.0,50,Crecimiento inicial (20-30 días),Quincenal (segundo mes),Tropical,38.28,12883.960950077297
2024,2024-03-18,1000.0,3500.0,100,50.0,50,Tuberización (40-50 días),Finalización (75-80 dds),Tropical,47.92,1896.4950067305615
2024,2024-01-27,6000.0,592.0,100,50.0,50,Presiembra,Finalización (75-80 dds),Tropical,112.96,16330.709631663345
2024,2024-02-01,9000.0,520.0,100,50.0,50,Presiembra,Finalización (75-80 dds),Tropical,103.22,25001.51457849358
2024,2024-03-23,2000.0,549.0,100,50.0,50,Presiembra,Semanal (primer mes),Seco,132.08,5789.958303484186
2024,2024-03-30,7000.0,342.0,100,50.0,50,Presiembra,Quincenal (segundo mes),Tropical,49.13,19734.49891187192
2024,2024-02-12,8000.0,729.0,100,50.0,50,Tuberización (40-50 días),Quincenal (segundo mes),Tropical,24.35,21815.6746994554
2024,2024-03-04,,638.0,100,50.0,50,Tuberización (40-50 días),Finalización (75-80 dds),Tropical,81.07,23302.757463881004
2024,2024-02-02,9000.0,,100,50.0,50,Tuberización (40-50 días),Quincenal (segundo mes),Tropical,92.57,16659.983365897864
2024,2024-03-05,300.0,589.0,100,50.0,50,Crecimiento inicial (20-30 días),Finalización (75-80 dds),Seco,45.16,549.8799091265365
2024,2024-03-17,9000.0,668.0,100,50.0,50,Tuberización (40-50 días),Presiembra,Seco,149.92,19407.081267718342
2024,2024-02-18,4000.0,474.0,100,50.0,50,Crecimiento inicial (20-30 días),Quincenal (segundo mes),Subtropical,17.34,
2023,2023-12-22,1000.0,533.0,100,,50,Presiembra,Presiembra,Tropical,107.98,2063.4369265909577
2024,2024-02-14,5000.0,371.0,100,50.0,50,Presiembra,Finalización (75-80 dds),Tropical,149.97,11220.145007102383
2023,2023-12-22,10000.0,678.0,100,50.0,50,Tuberización (40-50 días),Semanal (primer mes),Tropical,60.9,21506.10898091616
2023,2023-12-22,9000.0,428.0,100,50.0,50,Tuberización (40-50 días),Finalización (75-80 dds),Subtropical,49.39,19884.5732497796
2024,2024-02-17,7000.0,471.0,100,50.0,50,Tuberización (40-50 días),Presiembra,Tropical,45.92,16413.67113812423
2024,2024-01-03,9000.0,215.0,100,50.0,50,Tuberización (40-50 días),Semanal (primer mes),Tropical,18.87,23140.908311433403
2024,2024-01-23,8000.0,565.0,100,50.0,50,Tuberización (40-50 días),Finalización (75-80 dds),Tropical,70.72,23448.689979112707
2023,2023-12-10,8000.0,514.0,100,50.0,50,Presiembra,Quincenal (segundo mes),Tropical,27.17,14437.908167583682
2024,2024-02-26,5000.0,618.0,100,50.0,50,Tuberización (40-50 días),Presiembra,Tropical,88.64,12066.899258641522
2024,2024-03-25,10000.0,505.0,100,50.0,50,Crecimiento inicial (20-30 días),Quincenal (segundo mes),Seco,134.17,19539.16989069003
2023,2023-12-31,7000.0,718.0,100,50.0,50,Presiembra,Presiembra,Seco,104.84,19366.457223213856
2024,2024-02-29,5000.0,504.0,100,50.0,50,Crecimiento inicial (20-30 días),Semanal (primer mes),Tropical,55.94,10711.11152679623
2023,2023-12-09,8000.0,714.0,100,50.0,50,Presiembra,Presiembra,Subtropical,123.52,23500.17041066436
2024,2024-03-02,9000.0,545.0,100,,50,Crecimiento inicial (20-30 días),Quincenal (segundo mes),Tropical,74.03,16228.555686837211
2024,2024-02-19,300.0,863.0,100,50.0,50,Presiembra,Semanal (primer mes),Tropical,36.1,850.4685910668288
2023,2023-12-26,10000.0,312.0,100,50.0,50,Presiembra,Finalización (75-80 dds),Tropical,78.9,21249.46949172241
2023,2023-12-03,1000.0,309.0,100,50.0,50,Tuberización (40-50 días),Finalización (75-80 dds),Tropical,48.23,2324.593909988758
2024,2024-03-01,2000.0,277.0,100,50.0,50,Crecimiento inicial (20-30 días),Semanal (primer mes),Tropical,124.56,5648.642275330149
2024,2024-01-20,10000.0,683.0,100,50.0,50,Presiembra,Presiembra,Tropical,102.37,26705.429100408262
2024,2024-03-22,1000.0,655.0,100,50.0,50,Tuberización (40-50 días),Semanal (primer mes),Tropical,134.93,2048.7377756205497
2024,2024-01-12,5000.0,593.0,100,50.0,50,Tuberización (40-50 días),Presiembra,Subtropical,145.76,11029.774020584471
2023,2023-12-08,7000.0,698.0,100,50.0,50,Tuberización (40-50 días),Presiembra,Tropical,31.36,15211.482881051526
2024,2024-02-26,8000.0,455.0,100,50.0,50,Crecimiento inicial (20-30 días),Presiembra,Tropical,110.63,17374.984710561122
2023,2023-12-26,4000.0,667.0,100,50.0,50,Crecimiento inicial (20-30 días),Semanal (primer mes),Tropical,149.7,11340.238642278266
2024,2024-02-05,10000.0,420.0,100,50.0,50,Presiembra,Semanal (primer mes),Subtropical,18.04,24473.43040196228
2024,2024-03-06,2000.0,673.0,100,50.0,50,Tuberización (40-50 días),Finalización (75-80 dds),Tropical,60.69,5468.9256414543925
2023,2023-12-11,6000.0,467.0,100,50.0,50,Presiembra,Presiembra,Seco,122.36,14738.17460687369
2023,2023-12-07,4000.0,551.0,100,50.0,50,Tuberización (40-50 días),Presiembra,Tropical,135.99,10731.521758116687
2024,2024-03-15,300.0,713.0,100,50.0,50,Crecimiento inicial (20-30 días),Semanal (primer mes),Tropical,62.94,802.3404962841656
2024,2024-03-25,9000.0,631.0,100,50.0,50,Crecimiento inicial (20-30 días),Finalización (75-80 dds),Tropical,21.17,23227.85914642151
2024,2024-03-08,10000.0,681.0,100,50.0,50,Tuberización (40-50 días),Finalización (75-80 dds),Tropical,67.41,16004.529526193099
2024,2024-01-18,2000.0,287.0,100,50.0,50,Presiembra,Presiembra,Subtropical,95.91,5290.614402222856
2024,2024-03-14,1000.0,314.0,100,50.0,50,Presiembra,Quincenal (segundo mes),Tropical,138.84,2619.5571347483647
2024,2024-02-14,7000.0,672.0,100,50.0,50,Tuberización (40-50 días),Semanal (primer mes),Tropical,131.55,14214.387290159078
2024,2024-03-05,8000.0,680.0,100,50.0,50,Crecimiento inicial (20-30 días),Quincenal (segundo mes),Tropical,76.57,17875.32136410044
2024,2024-02-19,5000.0,,100,50.0,50,Tuberización (40-50 días),Presiembra,Tropical,100.11,10001.75217204005
2024,2024-03-17,7000.0,607.0,100,50.0,50,Crecimiento inicial (20-30 días),Quincenal (segundo mes),Tropical,86.86,19564.31089882553
2024,2024-03-18,8000.0,538.0,100,50.0,50,Tuberización (40-50 días),Finalización (75-80 dds),Tropical,80.43,
2024,2024-03-24,8000.0,363.0,100,50.0,50,Tuberización (40-50 días),Quincenal (segundo mes),,21.74,23689.776667220507
2023,2023-12-06,4000.0,418.0,100,50.0,50,Tuberización (40-50 días),Finalización (75-80 dds),Tropical,108.18,9885.377718384148
2023,2023-12-13,3000.0,,100,50.0,50,Tuberización (40-50 días),Finalización (75-80 dds),Tropical,28.2,7411.121557352803
2023,2023-12-17,300.0,680.0,100,50.0,50,Tuberización (40-50 días),Finalización (75-80 dds),Tropical,105.68,594.8197092749708
2024,2024-01-18,4000.0,715.0,100,50.0,50,Presiembra,Presiembra,Tropical,19.89,11714.259941428158
2024,2024-03-25,1000.0,418.0,100,50.0,50,Crecimiento inicial (20-30 días),Presiembra,Tropical,141.16,2082.501207062692
2024,2024-01-26,8000.0,527.0,100,50.0,50,Presiembra,Presiembra,Tropical,19.63,17684.362328329236
2024,2024-03-10,300.0,571.0,100,50.0,50,Tuberización (40-50 días),Semanal (primer mes),Tropical,135.53,555.8516083997648
2024,2024-01-11,2000.0,,100,,50,Crecimiento inicial (20-30 días),Finalización (75-80 dds),,44.86,4402.697170189924
2023,2023-12-02,8000.0,710.0,100,50.0,50,Presiembra,Semanal (primer mes),Tropical,132.08,22343.660463456945
2024,2024-01-13,6000.0,166.0,100,50.0,50,Tuberización (40-50 días),Presiembra,Tropical,40.74,14383.826014948047
2024,2024-02-09,3000.0,320.0,100,50.0,50,Tuberización (40-50 días),Quincenal (segundo mes),Tropical,77.47,7399.386313384991
2024,2024-03-12,10000.0,340.0,100,50.0,50,Tuberización (40-50 días),Finalización (75-80 dds),Tropical,74.24,20458.067055201842
2024,2024-01-05,7000.0,534.0,100,50.0,50,Crecimiento inicial (20-30 días),Presiembra,Subtropical,60.79,20954.140289104198
2024,2024-02-04,9000.0,407.0,100,50.0,50,Crecimiento inicial (20-30 días),Semanal (primer mes),Subtropical,75.01,23471.93421867196
2024,2024-01-14,9000.0,214.0,100,50.0,50,Tuberización (40-50 días),Finalización (75-80 dds),Tropical,15.76,21241.387399215764
2023,2023-12-23,8000.0,,100,50.0,50,Tuberización (40-50 días),Presiembra,Tropical,33.74,16641.144766269343
2024,2024-03-08,1000.0,464.0,100,,50,Crecimiento inicial (20-30 días),Quincenal (segundo mes),Tropical,94.21,2554.475341851741
2024,2024-02-19,10000.0,710.0,100,50.0,50,Crecimiento inicial (20-30 días),Presiembra,Tropical,73.31,19269.44022083739
2024,2024-03-21,9000.0,737.0,100,50.0,50,Tuberización (40-50 días),Finalización (75-80 dds),Tropical,128.87,24116.76628219402
2024,2024-01-09,10000.0,493.0,100,50.0,50,Tuberización (40-50 días),Finalización (75-80 dds),Tropical,20.34,23523.80116521139
2024,2024-02-23,6000.0,316.0,100,50.0,50,Crecimiento inicial (20-30 días),Presiembra,Tropical,140.65,15629.346297507851
2024,2024-01-08,9000.0,504.0,100,50.0,50,Crecimiento inicial (20-30 días),Finalización (75-80 dds),Tropical,44.37,17965.33875744769
2023,2023-12-19,9000.0,621.0,100,,50,Presiembra,Presiembra,,144.3,19166.54567719596
2023,2023-12-20,4000.0,661.0,100,50.0,50,Tuberización (40-50 días),Presiembra,Tropical,47.74,8862.973546630134
2024,2024-03-04,4000.0,638.0,100,50.0,50,Presiembra,Presiembra,Tropical,76.49,11552.209378312124
2024,2024-02-26,5000.0,82.0,100,50.0,50,Tuberización (40-50 días),Semanal (primer mes),Tropical,39.92,10398.062937863475
2024,2024-03-10,3000.0,,100,50.0,50,Presiembra,Semanal (primer mes),,97.77,8427.987399945143
2023,2023-12-25,6000.0,-50.0,100,50.0,50,Tuberización (40-50 días),Finalización (75-80 dds),Tropical,42.03,15242.84238316731
2024,2024-03-04,3000.0,422.0,100,50.0,50,Tuberización (40-50 días),Presiembra,Tropical,118.42,5819.457444746676
2024,2024-01-22,4000.0,761.0,100,50.0,50,Presiembra,Quincenal (segundo mes),Subtropical,70.72,8400.124894002485
2023,2023-12-01,7000.0,492.0,100,,50,Crecimiento inicial (20-30 días),Semanal (primer mes),Tropical,27.83,19292.753065989073
2023,2023-12-26,8000.0,,100,50.0,50,Presiembra,Semanal (primer mes),Tropical,71.64,22107.57118134953
2023,2023-12-25,6000.0,444.0,100,50.0,50,Presiembra,Quincenal (segundo mes),Tropical,76.55,11705.288667541252
2024,2024-03-27,10000.0,563.0,100,50.0,50,Tuberización (40-50 días),Semanal (primer mes),,65.58,21824.773080272327
2024,2024-01-16,5000.0,638.0,100,50.0,50,Presiembra,Presiembra,Tropical,24.16,12553.485732880112
2023,2023-12-24,4000.0,527.0,100,50.0,50,Presiembra,Quincenal (segundo mes),Tropical,127.93,7869.097515982576
2024,2024-01-19,1000.0,586.0,100,50.0,50,Tuberización (40-50 días),Finalización (75-80 dds),Subtropical,36.84,2945.6586561054132
2024,2024-03-11,,532.0,100,50.0,50,Presiembra,Finalización (75-80 dds),Tropical,26.13,19057.500962782728
2023,2023-12-03,4000.0,585.0,100,50.0,50,Presiembra,Semanal (primer mes),Tropical,146.74,11997.54361172612
2024,2024-02-11,7000.0,452.0,100,50.0,50,Crecimiento inicial (20-30 días),Finalización (75-80 dds),Subtropical,100.48,
2024,2024-03-08,3000.0,584.0,100,50.0,50,Presiembra,Quincenal (segundo mes),Tropical,113.0,8147.125821184966
2024,2024-01-22,9000.0,471.0,100,50.0,50,Tuberización (40-50 días),Semanal (primer mes),Tropical,53.38,18967.808699531495
2023,2023-12-02,2000.0,471.0,100,50.0,50,Presiembra,Presiembra,Tropical,142.37,4264.65247497291
2024,2024-02-12,4000.0,654.0,100,50.0,50,Tuberización (40-50 días),Quincenal (segundo mes),Seco,131.63,9300.367590601172
2024,2024-02-11,,449.0,100,50.0,50,Presiembra,Semanal (primer mes),Tropical,17.63,28771.069582812735
2024,2024-01-12,8000.0,681.0,100,50.0,50,Presiembra,Quincenal (segundo mes),Tropical,69.24,17323.240460366007
2024,2024-02-01,6000.0,676.0,100,50.0,50,Presiembra,Presiembra,Tropical,33.79,15060.009717573774
2023,2023-12-04,3000.0,571.0,100,50.0,50,Tuberización (40-50 días),Quincenal (segundo mes),Subtropical,85.51,8903.486282167358
2024,2024-03-26,2000.0,485.0,100,50.0,50,Presiembra,Semanal (primer mes),Tropical,59.27,4783.820438278649
2023,2023-12-15,6000.0,304.0,100,50.0,50,Tuberización (40-50 días),Presiembra,Tropical,68.19,11233.81758551152
2024,2024-02-13,300.0,382.0,100,50.0,50,Presiembra,Presiembra,Tropical,78.11,711.2477916839464
2023,2023-12-05,10000.0,291.0,100,50.0,50,Tuberización (40-50 días),Presiembra,Tropical,50.77,26112.01691889182
2023,2023-12-27,7000.0,161.0,100,50.0,50,Presiembra,Quincenal (segundo mes),Tropical,126.99,17250.78247739449
2023,2023-12-20,6000.0,724.0,100,50.0,50,Presiembra,Semanal (primer mes),Tropical,80.96,10872.365940042644
2024,2024-02-16,1000.0,421.0,100,50.0,50,Presiembra,Finalización (75-80 dds),Tropical,127.83,1943.9276149391408
2024,2024-02-29,6000.0,641.0,100,50.0,50,Tuberización (40-50 días),Semanal (primer mes),Tropical,148.59,15763.569494041149
2024,2024-03-11,5000.0,591.0,100,50.0,50,Tuberización (40-50 días),Presiembra,Tropical,116.92,10960.863019727036
2024,2024-03-02,3000.0,640.0,100,50.0,50,Presiembra,Quincenal (segundo mes),Tropical,134.63,7559.955496984859
2024,2024-01-13,8000.0,343.0,100,50.0,50,Tuberización (40-50 días),Finalización (75-80 dds),Tropical,18.66,19680.43783992375
2024,2024-01-27,6000.0,738.0,100,50.0,50,Presiembra,Quincenal (segundo mes),Tropical,146.66,15291.350441916786
2023,2023-12-18,1000.0,557.0,100,,50,Tuberización (40-50 días),Semanal (primer mes),Tropical,85.94,2395.634870990458
2024,2024-02-05,3000.0,534.0,100,50.0,50,Crecimiento inicial (20-30 días),Finalización (75-80 dds),Tropical,116.81,8251.158737031048
2024,2024-03-09,300.0,325.0,100,50.0,50,Crecimiento inicial (20-30 días),Semanal (primer mes),Tropical,61.97,686.8756106617572
2024,2024-01-17,300.0,598.0,100,50.0,50,Presiembra,Finalización (75-80 dds),Tropical,127.71,736.2503690322125
2024,2024-01-17,6000.0,615.0,100,50.0,50,Crecimiento inicial (20-30 días),Semanal (primer mes),Tropical,84.67,12816.637206762896
2024,2024-03-13,3000.0,528.0,100,50.0,50,Tuberización (40-50 días),Quincenal (segundo mes),Tropical,46.15,8981.124931763889
2023,2023-12-08,8000.0,446.0,100,50.0,50,Presiembra,Presiembra,Tropical,127.33,20753.197733890127
2023,2023-12-06,2000.0,690.0,100,50.0,50,Crecimiento inicial (20-30 días),Semanal (primer mes),Tropical,43.59,4624.343442555403
2024,2024-01-04,6000.0,295.0,100,50.0,50,Crecimiento inicial (20-30 días),Finalización (75-80 dds),Subtropical,140.19,13121.37481414293
2024,2024-01-12,4000.0,,100,50.0,50,Presiembra,Semanal (primer mes),Tropical,18.31,8565.931865582668
2023,2023-12-03,8000.0,589.0,100,50.0,50,Crecimiento inicial (20-30 días),Semanal (primer mes),Tropical,87.16,
2024,2024-02-28,6000.0,737.0,100,50.0,50,Crecimiento inicial (20-30 días),Semanal (primer mes),Tropical,31.54,14981.099989202212
2024,2024-02-21,3000.0,248.0,100,50.0,50,Crecimiento inicial (20-30 días),Semanal (primer mes),Tropical,127.1,5430.570987738773
2024,2024-03-11,8000.0,483.0,100,50.0,50,Crecimiento inicial (20-30 días),Finalización (75-80 dds),Tropical,116.76,
2024,2024-01-30,3000.0,678.0,100,50.0,50,Crecimiento inicial (20-30 días),Presiembra,Tropical,25.58,6439.275463048935
2024,2024-03-27,9000.0,684.0,100,50.0,50,Presiembra,Finalización (75-80 dds),Tropical,29.16,20421.253549959863
2023,2023-12-01,9000.0,328.0,100,50.0,50,Presiembra,Presiembra,Tropical,125.47,22471.96824285749
2024,2024-01-05,4000.0,453.0,100,,50,Crecimiento inicial (20-30 días),Presiembra,Tropical,115.57,8874.76445044692
2024,2024-01-18,2000.0,492.0,100,50.0,50,Crecimiento inicial (20-30 días),Finalización (75-80 dds),,78.66,4300.881652378331
2024,2024-02-19,6000.0,631.0,100,50.0,50,Crecimiento inicial (20-30 días),Finalización (75-80 dds),Tropical,60.72,
2024,2024-01-11,1000.0,593.0,100,50.0,50,Presiembra,Presiembra,Tropical,66.14,10000.0
2023,2023-12-10,7000.0,463.0,100,50.0,50,Crecimiento inicial (20-30 días),Quincenal (segundo mes),Tropical,58.21,17696.106547031526
2024,2024-02-20,3000.0,3500.0,100,50.0,50,Presiembra,Quincenal (segundo mes),Tropical,61.86,7894.8978376824725
2023,2023-12-12,10000.0,,100,50.0,50,Presiembra,Quincenal (segundo mes),Tropical,38.1,21678.632905276223
2024,2024-01-27,9000.0,521.0,100,50.0,50,Presiembra,Semanal (primer mes),Tropical,105.17,20137.438539599767
2023,2023-12-26,5000.0,484.0,100,50.0,50,Crecimiento inicial (20-30 días),Finalización (75-80 dds),Tropical,44.24,11746.181677756103
2024,2024-03-11,9000.0,344.0,100,50.0,50,Crecimiento inicial (20-30 días),Presiembra,,104.63,17529.38681167938
2024,2024-02-11,10000.0,613.0,100,50.0,50,Presiembra,Finalización (75-80 dds),Tropical,149.5,23848.416681828545
2023,2023-12-08,300.0,633.0,100,50.0,50,Tuberización (40-50 días),Presiembra,Tropical,32.32,616.1694919581
2024,2024-02-01,8000.0,491.0,100,50.0,50,Tuberización (40-50 días),Finalización (75-80 dds),Tropical,126.49,14937.437952560736
2023,2023-12-24,9000.0,476.0,100,50.0,50,Tuberización (40-50 días),Finalización (75-80 dds),Tropical,48.41,24452.918469068685
2024,2024-01-04,3000.0,612.0,100,50.0,50,Presiembra,Presiembra,Subtropical,37.46,
2024,2024-02-08,4000.0,414.0,100,50.0,50,Crecimiento inicial (20-30 días),Semanal (primer mes),Subtropical,108.75,9539.393107469705
2024,2024-01-05,7000.0,507.0,100,50.0,50,Crecimiento inicial (20-30 días),Semanal (primer mes),Tropical,81.16,
2023,2023-12-31,,568.0,100,,50,Presiembra,Quincenal (segundo mes),Tropical,111.04,22401.423637959466
2023,2023-12-24,9000.0,640.0,100,50.0,50,Tuberización (40-50 días),Finalización (75-80 dds),Tropical,90.46,20515.43791126859
2023,2023-12-18,5000.0,366.0,100,,50,Presiembra,Semanal (primer mes),Tropical,104.4,9236.238234811786
2024,2024-03-06,7000.0,440.0,100,50.0,50,Tuberización (40-50 días),Semanal (primer mes),Tropical,41.95,17326.74984149346
2024,2024-02-26,5000.0,498.0,100,50.0,50,Crecimiento inicial (20-30 días),Quincenal (segundo mes),Tropical,144.28,13450.912000942826
2024,2024-02-27,2000.0,720.0,100,50.0,50,Tuberización (40-50 días),Finalización (75-80 dds),Tropical,118.98,3766.7826213550006
2024,2024-02-19,4000.0,476.0,100,50.0,50,Crecimiento inicial (20-30 días),Finalización (75-80 dds),Tropical,61.38,9331.190442967683
2023,2023-12-23,7000.0,463.0,100,50.0,50,Crecimiento inicial (20-30 días),Quincenal (segundo mes),Tropical,16.31,16132.993890959686
2023,2023-12-17,5000.0,249.0,100,50.0,50,Presiembra,Presiembra,Tropical,22.17,12637.619838434655
2024,2024-03-30,8000.0,418.0,100,50.0,50,Presiembra,Semanal (primer mes),Tropical,102.69,20879.608129120985
2024,2024-02-02,3000.0,464.0,100,50.0,50,Tuberización (40-50 días),Semanal (primer mes),Tropical,102.92,6723.755595754231
2024,2024-02-08,8000.0,727.0,100,50.0,50,Tuberización (40-50 días),Finalización (75-80 dds),Tropical,82.9,20433.615978877348
2024,2024-03-06,1000.0,402.0,100,50.0,50,Crecimiento inicial (20-30 días),Quincenal (segundo mes),Tropical,90.31,2949.846928000532
2024,2024-01-20,,192.0,100,50.0,50,Tuberización (40-50 días),Presiembra,Tropical,114.68,10999.625355875127
2024,2024-01-06,7000.0,592.0,100,50.0,50,Presiembra,Presiembra,Tropical,80.37,16639.139801693058
2023,2023-12-17,5000.0,602.0,100,50.0,50,Tuberización (40-50 días),Finalización (75-80 dds),Tropical,141.64,12875.833997177926
2024,2024-02-03,300.0,594.0,100,50.0,50,Crecimiento inicial (20-30 días),Quincenal (segundo mes),Tropical,143.21,549.0640677851509
2023,2023-12-15,10000.0,298.0,100,50.0,50,Tuberización (40-50 días),Finalización (75-80 dds),Tropical,59.7,22779.849621383975
2024,2024-01-09,9000.0,366.0,100,50.0,50,Crecimiento inicial (20-30 días),Finalización (75-80 dds),Tropical,91.08,25470.405298037254
2023,2023-12-25,300.0,365.0,100,50.0,50,Presiembra,Finalización (75-80 dds),Tropical,21.02,727.6270463820108
2024,2024-02-17,,750.0,100,50.0,50,Tuberización (40-50 días),Presiembra,Seco,98.89,9280.476330730977
2024,2024-03-24,10000.0,273.0,100,50.0,50,Tuberización (40-50 días),Quincenal (segundo mes),Subtropical,100.01,10000.0
2024,2024-02-06,6000.0,525.0,100,50.0,50,Crecimiento inicial (20-30 días),Semanal (primer mes),Tropical,83.7,
2024,2024-03-24,8000.0,241.0,100,50.0,50,Presiembra,Semanal (primer mes),Tropical,129.89,20901.414068713562
2024,2024-03-27,5000.0,556.0,100,50.0,50,Crecimiento inicial (20-30 días),Semanal (primer mes),Tropical,55.44,10336.18805459885
2024,2024-01-13,6000.0,390.0,100,50.0,50,Tuberización (40-50 días),Semanal (primer mes),Tropical,94.91,13362.585550466398
2024,2024-02-12,300.0,446.0,100,50.0,50,Presiembra,Quincenal (segundo mes),Tropical,81.74,871.0056853471544
2024,2024-03-15,4000.0,466.0,100,50.0,50,Crecimiento inicial (20-30 días),Finalización (75-80 dds),Tropical,123.13,9804.265269272879
2023,2023-12-30,300.0,530.0,100,50.0,50,Crecimiento inicial (20-30 días),Finalización (75-80 dds),Tropical,33.62,771.2878066090381
2023,2023-12-11,6000.0,358.0,100,50.0,50,Presiembra,Semanal (primer mes),Tropical,64.45,11533.767203423391
2024,2024-01-31,4000.0,484.0,100,,50,Crecimiento inicial (20-30 días),Semanal (primer mes),,130.52,11067.753514791393
2024,2024-02-19,6000.0,578.0,100,,50,Tuberización (40-50 días),Semanal (primer mes),Tropical,91.6,17425.11837240291
2024,2024-02-06,1000.0,490.0,100,50.0,50,Crecimiento inicial (20-30 días),Quincenal (segundo mes),Seco,91.17,1971.45602117222
2024,2024-03-22,4000.0,461.0,100,50.0,50,Presiembra,Finalización (75-80 dds),Tropical,88.87,10832.324891089747
2024,2024-01-11,1000.0,531.0,100,50.0,50,Crecimiento inicial (20-30 días),Presiembra,Tropical,112.52,2513.302240008431
2024,2024-01-04,8000.0,308.0,100,50.0,50,Tuberización (40-50 días),Presiembra,Tropical,138.45,20582.370388155665
2024,2024-01-02,5000.0,569.0,100,50.0,50,Presiembra,Quincenal (segundo mes),Tropical,38.74,9436.155903222943
2023,2023-12-14,,329.0,100,50.0,50,Tuberización (40-50 días),Presiembra,Seco,27.53,12157.638036469829
2024,2024-03-26,3000.0,546.0,100,,50,Crecimiento inicial (20-30 días),Semanal (primer mes),Tropical,145.3,7896.097791466818
2023,2023-12-24,300.0,437.0,100,50.0,50,Crecimiento inicial (20-30 días),Presiembra,Tropical,98.13,885.2667092168878
2024,2024-01-30,5000.0,337.0,100,50.0,50,Presiembra,Semanal (primer mes),Tropical,58.45,
2023,2023-12-07,3000.0,447.0,100,50.0,50,Crecimiento inicial (20-30 días),Presiembra,Tropical,53.05,8295.650781151004
2024,2024-03-07,6000.0,761.0,100,,50,Tuberización (40-50 días),Quincenal (segundo mes),Tropical,117.82,17960.06400354654
2024,2024-02-05,7000.0,416.0,100,50.0,50,Tuberización (40-50 días),Presiembra,Tropical,135.74,16061.722127074332
2024,2024-03-11,9000.0,584.0,100,50.0,50,Presiembra,Finalización (75-80 dds),Tropical,125.68,
2023,2023-12-12,2000.0,390.0,100,50.0,50,Crecimiento inicial (20-30 días),Finalización (75-80 dds),Tropical,60.44,5045.51823569197
2024,2024-02-13,300.0,654.0,100,50.0,50,Crecimiento inicial (20-30 días),Finalización (75-80 dds),Tropical,149.47,707.0798846391532
2023,2023-12-01,4000.0,576.0,100,50.0,50,Presiembra,Presiembra,Subtropical,132.71,8725.221076258435
2024,2024-03-27,8000.0,503.0,100,50.0,50,Crecimiento inicial (20-30 días),Presiembra,Tropical,27.84,22800.569670357476
2023,2023-12-07,6000.0,624.0,100,50.0,50,Tuberización (40-50 días),Finalización (75-80 dds),Tropical,80.2,14473.780522012408
2024,2024-01-11,1000.0,503.0,100,50.0,50,Tuberización (40-50 días),Semanal (primer mes),Tropical,60.43,2407.7730704150163
2024,2024-03-27,7000.0,505.0,100,50.0,50,Crecimiento inicial (20-30 días),Quincenal (segundo mes),Tropical,39.82,13098.457941800938
2023,2023-12-15,5000.0,313.0,100,50.0,50,Tuberización (40-50 días),Finalización (75-80 dds),Tropical,66.43,9816.069799446577
2024,2024-02-18,1000.0,523.0,100,50.0,50,Presiembra,Quincenal (segundo mes),Tropical,21.6,2207.6833525308407
2024,2024-02-11,2000.0,516.0,100,50.0,50,Presiembra,Quincenal (segundo mes),Tropical,139.55,3956.0201026414866
2024,2024-03-17,10000.0,321.0,100,50.0,50,Crecimiento inicial (20-30 días),Finalización (75-80 dds),Tropical,44.23,29388.465015496942
2023,2023-12-20,3000.0,540.0,100,50.0,50,Presiembra,Presiembra,Tropical,29.45,8284.119539672483
2024,2024-03-12,3000.0,905.0,100,50.0,50,Crecimiento inicial (20-30 días),Finalización (75-80 dds),Tropical,31.6,
2024,2024-03-22,6000.0,518.0,100,50.0,50,Presiembra,Presiembra,Tropical,20.75,12562.554118875949
2024,2024-03-16,1000.0,558.0,100,,50,Presiembra,Presiembra,Tropical,67.94,1963.0231692673967
2024,2024-02-07,,,100,50.0,50,Tuberización (40-50 días),Semanal (primer mes),,122.81,1994.1579231728135
2024,2024-01-17,8000.0,478.0,100,50.0,50,Crecimiento inicial (20-30 días),Quincenal (segundo mes),Tropical,110.4,16105.722887097654
2024,2024-01-27,3000.0,395.0,100,,50,Crecimiento inicial (20-30 días),Quincenal (segundo mes),Subtropical,130.59,6185.943484762774
2024,2024-01-30,4000.0,528.0,100,50.0,50,Crecimiento inicial (20-30 días),Semanal (primer mes),Tropical,97.88,7574.535855527419
